"id","group","day","beep","t","phase","value"
100001,0,1,1,1,0,1.71967988610786
100001,0,1,2,2,0,1.25655469447941
100001,0,1,3,3,0,3.64672676113588
100001,0,1,4,4,0,7.72664725771194
100001,0,1,5,5,0,
100001,0,1,6,6,0,
100001,0,2,1,7,0,4.63967785780981
100001,0,2,2,8,0,7.77066147024228
100001,0,2,3,9,0,
100001,0,2,4,10,0,1.72563500617352
100001,0,2,5,11,0,
100001,0,2,6,12,0,
100001,0,3,1,13,0,
100001,0,3,2,14,0,9.7551342326895
100001,0,3,3,15,0,7.2709559128352
100001,0,3,4,16,0,6.31925875150678
100001,0,3,5,17,0,
100001,0,3,6,18,0,
100001,0,4,1,19,0,7.12223720772113
100001,0,4,2,20,0,
100001,0,4,3,21,0,1.79909937944496
100001,0,4,4,22,0,4.50815932631744
100001,0,4,5,23,0,
100001,0,4,6,24,0,
100001,0,5,1,25,0,1.42735202086736
100001,0,5,2,26,0,3.24451794749847
100001,0,5,3,27,0,5.58126388980223
100001,0,5,4,28,0,0
100001,0,5,5,29,0,
100001,0,5,6,30,0,
100001,0,6,1,31,0,0.937358699724177
100001,0,6,2,32,0,8.73553796605733
100001,0,6,3,33,0,10.8287787705153
100001,0,6,4,34,0,9.71296946539401
100001,0,6,5,35,0,
100001,0,6,6,36,0,
100001,0,7,1,37,0,9.88740824438847
100001,0,7,2,38,0,2.73496395650504
100001,0,7,3,39,0,10.4186875153441
100001,0,7,4,40,0,9.64029960635484
100001,0,7,5,41,0,
100001,0,7,6,42,0,
100001,0,8,1,43,0,
100001,0,8,2,44,0,15.8620591261739
100001,0,8,3,45,0,
100001,0,8,4,46,0,2.58958131018333
100001,0,8,5,47,0,
100001,0,8,6,48,0,
100001,0,9,1,49,1,1.22826884758302
100001,0,9,2,50,1,3.76043549957161
100001,0,9,3,51,1,0.743647726609934
100001,0,9,4,52,1,0
100001,0,9,5,53,1,
100001,0,9,6,54,1,
100001,0,10,1,55,1,2.78578136418943
100001,0,10,2,56,1,0
100001,0,10,3,57,1,0.736202415575619
100001,0,10,4,58,1,0.816968544247754
100001,0,10,5,59,1,
100001,0,10,6,60,1,
100001,0,11,1,61,1,5.33531210111761
100001,0,11,2,62,1,0
100001,0,11,3,63,1,4.86581040038731
100001,0,11,4,64,1,4.13605245936517
100001,0,11,5,65,1,
100001,0,11,6,66,1,
100001,0,12,1,67,1,2.99535509141827
100001,0,12,2,68,1,1.45501499946435
100001,0,12,3,69,1,2.33092108338274
100001,0,12,4,70,1,3.06059245708899
100001,0,12,5,71,1,
100001,0,12,6,72,1,
100001,0,13,1,73,1,1.57104815699055
100001,0,13,2,74,1,3.3981966311686
100001,0,13,3,75,1,6.72764596144674
100001,0,13,4,76,1,4.35787545503586
100001,0,13,5,77,1,
100001,0,13,6,78,1,
100001,0,14,1,79,1,6.67079933313474
100001,0,14,2,80,1,2.9235430470303
100001,0,14,3,81,1,4.9624140566344
100001,0,14,4,82,1,7.07053319129118
100001,0,14,5,83,1,
100001,0,14,6,84,1,
100001,0,15,1,85,1,4.92995616899195
100001,0,15,2,86,1,2.08588227769484
100001,0,15,3,87,1,4.7450316130563
100001,0,15,4,88,1,6.5837021872248
100001,0,15,5,89,1,
100001,0,15,6,90,1,
100001,0,16,1,91,1,2.98737008696891
100001,0,16,2,92,1,6.22417450532676
100001,0,16,3,93,1,2.94422745030036
100001,0,16,4,94,1,3.27697351384449
100001,0,16,5,95,1,
100001,0,16,6,96,1,
100001,0,17,1,97,1,4.52923902950918
100001,0,17,2,98,1,2.82674354222175
100001,0,17,3,99,1,0
100001,0,17,4,100,1,0.865572345464615
100001,0,17,5,101,1,
100001,0,17,6,102,1,
100001,0,18,1,103,1,6.00104913183027
100001,0,18,2,104,1,2.84760853993518
100001,0,18,3,105,1,0
100001,0,18,4,106,1,4.22163358608146
100001,0,18,5,107,1,
100001,0,18,6,108,1,
100001,0,19,1,109,1,3.21195689215738
100001,0,19,2,110,1,4.31104264663788
100001,0,19,3,111,1,8.15561848684473
100001,0,19,4,112,1,5.200520557137
100001,0,19,5,113,1,
100001,0,19,6,114,1,
100001,0,20,1,115,1,4.66198506304827
100001,0,20,2,116,1,6.28778391790671
100001,0,20,3,117,1,10.2262019426001
100001,0,20,4,118,1,7.87787863327785
100001,0,20,5,119,1,
100001,0,20,6,120,1,
100001,0,21,1,121,1,4.89105319262412
100001,0,21,2,122,1,1.64872317297972
100001,0,21,3,123,1,3.60858212889439
100001,0,21,4,124,1,6.88688491040469
100001,0,21,5,125,1,
100001,0,21,6,126,1,
100001,0,22,1,127,1,4.15248345328142
100001,0,22,2,128,1,2.47729766354863
100001,0,22,3,129,1,4.80199999524541
100001,0,22,4,130,1,3.28240548927496
100001,0,22,5,131,1,
100001,0,22,6,132,1,
100001,0,23,1,133,1,4.18019436741232
100001,0,23,2,134,1,7.03802608279719
100001,0,23,3,135,1,4.82496880002602
100001,0,23,4,136,1,3.71588839077584
100001,0,23,5,137,1,
100001,0,23,6,138,1,
100001,0,24,1,139,1,3.7551167578177
100001,0,24,2,140,1,3.2262626863568
100001,0,24,3,141,1,2.81619267019456
100001,0,24,4,142,1,6.50910592060712
100001,0,24,5,143,1,
100001,0,24,6,144,1,
100001,0,25,1,145,1,7.788865558852
100001,0,25,2,146,1,5.57369780007787
100001,0,25,3,147,1,7.21633356281868
100001,0,25,4,148,1,
100001,0,25,5,149,1,
100001,0,25,6,150,1,
100001,0,26,1,151,1,3.75904202202378
100001,0,26,2,152,1,3.89189284627747
100001,0,26,3,153,1,5.3899078668129
100001,0,26,4,154,1,5.85637861507494
100001,0,26,5,155,1,
100001,0,26,6,156,1,
100001,0,27,1,157,1,
100001,0,27,2,158,1,5.10257411889423
100001,0,27,3,159,1,4.18752910566046
100001,0,27,4,160,1,5.1310017544937
100001,0,27,5,161,1,
100001,0,27,6,162,1,
100001,0,28,1,163,1,3.80464306964362
100001,0,28,2,164,1,7.21100180123123
100001,0,28,3,165,1,3.61972797351999
